Consectutivo_curso;Nombre;Fecha_inicio;Fecha_creación;Curso_nuevo;Programa;NumCursos;NumCursosFac;Keywords;Valor_por_hora;Categoría;Facultad;Modalidad;validaExitoso;Fecha_busqueda;Fecha_ventana;Keywords_gt
CUR-0026475;Curso Actualización en Agua Potable: contaminantes emergentes, desafíos microbiológicos y procesos avanzados de potabilización;18/10/2019;1/08/2019;1;0;147;19;['clases de ingeniería', 'ingeniería Uniandes', 'facultad de ingeniería', 'Agua potable'];78947.37;Actualización Profesional;INGENIERIA;Presencial;1;31/07/2019;2/02/2019;6.84
CUR-0026478;Curso Sostenibilidad Ambiental en Instituciones Educativas;2/11/2019;1/09/2019;1;0;164;24;['clases de ingeniería', 'ingeniería Uniandes', 'facultad de ingeniería', 'instituciones educativas sostenibles'];80000;Actualización Profesional;INGENIERIA;Presencial;0;31/08/2019;5/03/2019;5.88
CUR-0026493;Curso Yoga para la salud y el bienestar;5/10/2019;1/08/2019;0;0;147;9;['cursos de medicina', 'medicina alternativa', 'medicina tradicional', 'yoga.'];53125;Desarrollo Personal;MEDICINA;Presencial;1;31/07/2019;2/02/2019;5.02
CUR-0026496;Curso Astrofísica y Vida Extraterrestre: Buscando vida fuera de nuestro planeta.;26/10/2019;1/08/2019;1;0;147;9;['Clases de ciencia', 'Ciencias aplicadas', 'física y matemática', 'astrobiología.'];42500;Artes, Ciencias y Humanidades;CIENCIAS;Presencial;0;31/07/2019;2/02/2019;2.68
CUR-0026746;Curso El arte de catar y preparar un buen café;30/10/2019;1/08/2019;1;0;147;19;['clases de ingeniería', 'ingeniería Uniandes', 'facultad de ingeniería', 'café colombiano'];87500;Artes, Ciencias y Humanidades;INGENIERIA;Presencial;0;31/07/2019;2/02/2019;5.52
CUR-0026747;Curso Cultura japonesa: armonía, equilibrio y sostenibilidad;5/10/2019;1/08/2019;1;0;147;2;['historia del japon', 'clases de japonés', 'japón historia', 'cultura japonesa.'];35000;Artes, Ciencias y Humanidades;DIRECCION DE INTERNACIONALIZACION;Presencial;1;31/07/2019;2/02/2019;3.65
CUR-0027066;Curso Ilustración botánica: conocer las plantas a través del arte;12/10/2019;1/08/2019;1;0;147;24;['Arte contemporaneo', 'escultura', 'arte y pintura', 'Botánica'];48000;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;1;31/07/2019;2/02/2019;6.0
CUR-0027069;Seminario de Excelencia Asuntos Regulatorios del Cannabis Medicinal;26/09/2019;1/07/2019;1;0;127;16;['clases de ingeniería', 'ingeniería Uniandes', 'facultad de ingeniería', 'Cannabis medicinal'];80000;Actualización Profesional;INGENIERIA;Presencial;1;30/06/2019;2/01/2019;7.33
CUR-0027072;Curso Bartender y Sommelier: análisis sensorial de vinos y otras bebidas alcohólicas;9/11/2019;1/09/2019;1;0;164;24;['clases de ingeniería', 'ingeniería Uniandes', 'facultad de ingeniería', 'Bartender'];115625;Artes, Ciencias y Humanidades;INGENIERIA;Presencial;1;31/08/2019;5/03/2019;5.51
CUR-0027087;Curso Herramientas para diseñar Sistemas de Evaluación en programas académicos;25/10/2019;1/08/2019;1;0;147;19;['clases de ingeniería', 'ingeniería Uniandes', 'facultad de ingeniería', 'sistemas de evaluación.'];100000;Actualización Profesional;INGENIERIA;Presencial;1;31/07/2019;2/02/2019;5.3
CUR-0027088;Curso Aprendiendo a interpretar la información genética, conceptos generales y ejemplos clínicos;3/10/2019;1/08/2019;1;0;147;1;['clases de ingeniería', 'ingeniería Uniandes', 'facultad de ingeniería', 'información genética'];55000;Actualización Profesional;CENTRO DE SERVICIOS INTEGRALES EN GENETICA - SIGEN;Presencial;1;31/07/2019;2/02/2019;7.25
CUR-0027089;Curso Diseño y ensamblaje de microorganismos para la industria biomédica;29/10/2019;1/08/2019;1;0;147;19;['clases de ingeniería', 'ingeniería Uniandes', 'facultad de ingeniería', 'Microorganismos'];80000;Actualización Profesional;INGENIERIA;Presencial;0;31/07/2019;2/02/2019;6.56
CUR-0027093;Curso Cognición social: teoría, evaluación y neurobiología;5/11/2019;1/09/2019;1;0;164;19;['Psicología social', 'cursos de psicología', 'psicología educativa', 'cognición social.'];60000;Actualización Profesional;CIENCIAS SOCIALES;Presencial;0;31/08/2019;5/03/2019;4.64
CUR-0027095;Curso teoría de grafos: análisis de datos y sus aplicaciones;12/11/2019;1/09/2019;1;0;164;9;['Clases de ciencia', 'Ciencias aplicadas', 'física y matemática'];55000;Actualización Profesional;CIENCIAS;Presencial;1;31/08/2019;5/03/2019;3.02
CUR-0027097;Curso microsimulación de tráfico con PTV-VISSIM;12/11/2019;1/09/2019;1;0;164;24;['clases de ingeniería', 'ingeniería Uniandes', 'facultad de ingeniería', 'microsimulación'];99333.33;Actualización Profesional;INGENIERIA;Presencial;1;31/08/2019;5/03/2019;5.88
CUR-0027098;Curso Teatro japonés: dioses, guerreros y demonios;7/11/2019;1/09/2019;1;0;164;3;['historia del japon', 'clases de japonés', 'japón historiam historia japonesa.'];35000;Artes, Ciencias y Humanidades;DIRECCION DE INTERNACIONALIZACION;Presencial;1;31/08/2019;5/03/2019;2.53
CUR-0027099;Curso Habilidades prácticas en Python para la era de los datos;24/09/2019;1/07/2019;1;0;127;16;['clases de ingeniería', 'ingeniería Uniandes', 'facultad de ingeniería', 'Big data'];75000;Actualización Profesional;INGENIERIA;Presencial;1;30/06/2019;2/01/2019;6.19
CUR-0027100;Curso Método KonMari™: felicidad y bienestar;16/11/2019;1/09/2019;0;0;164;3;['historia del japon', 'clases de japonés', 'japón historia', 'Método KonMari.'];45000;Desarrollo Personal;DIRECCION DE INTERNACIONALIZACION;Presencial;1;31/08/2019;5/03/2019;3.87
CUR-0027104;Curso herramientas de Excel como apoyo a la toma de decisiones;7/11/2019;1/09/2019;1;0;164;24;['clases de ingeniería', 'ingeniería Uniandes', 'facultad de ingeniería', 'toma de decisiones'];50000;Actualización Profesional;INGENIERIA;Presencial;1;31/08/2019;5/03/2019;4.57
CUR-0027125;Curso Introducción a la medicina regenerativa y terapias avanzadas basadas en ingeniería tisular;14/11/2019;1/09/2019;0;0;164;24;['Cursos presenciales medicina', 'medicina interna', 'diplomado en medicina', 'diplomados presenciales en medicina', 'oferta cursos medicina'];86363.64;Actualización Profesional;INGENIERIA;Presencial;0;31/08/2019;5/03/2019;3.31
CUR-0027130;Curso avistamiento de aves;12/11/2019;1/09/2019;1;0;164;9;['Avistamiento de aves', 'especies de aves', 'especies de aves en colombia'];50000;Arte, Ciencias y Humanidades;CIENCIAS;Presencial;0;31/08/2019;5/03/2019;6.74
CUR-0027132;Seminario de Excelencia Cannabis medicinal: poscosecha, extracción y análisis;31/10/2019;1/08/2019;1;0;147;19;['extraccion de cannabis', 'cannabis medicinal', 'análisis de cannabis'];80000;Actualización Profesional;INGENIERIA;Presencial;1;31/07/2019;2/02/2019;3.43
CUR-0027133;Taller de Liderazgo en Ingeniería;4/10/2019;1/08/2019;0;0;147;19;['Cursos en ingeniería', 'como ser lider en ingenieria', 'cursos en  reingeniería', 'gerencia proyectos en ingenieria', 'liderar proyectos en ingenieria'];63500;Desarrollo Personal;INGENIERIA;Presencial;1;31/07/2019;2/02/2019;2.48
CUR-0027142;Curso de Soporte Vital Cardiovascular Avanzado para Proveedores experimentados - ACLS EP;1/11/2019;1/09/2019;0;0;164;8;['Cursos presenciales medicina', 'medicina interna', 'diplomado en medicina', 'diplomados presenciales en medicina', 'oferta cursos medicina'];135714.29;Actualización Profesional;MEDICINA;Presencial;0;31/08/2019;5/03/2019;3.31
CUR-0027143;Curso normatividad aplicada a equipos biomédicos;28/11/2019;1/09/2019;1;0;164;24;['biomedicina', 'que es la biomedicina', 'master en biomedicina'];80000;Actualización Profesional;INGENIERIA;Presencial;1;31/08/2019;5/03/2019;3.65
CUR-0027144;Curso reciclaje y aprovechamiento de materiales en proyectos de infraestructura vial;29/11/2019;1/09/2019;1;0;164;24;['cursos ingenieria civil', 'materiales innovadores en la ingenieria civil', 'construcción de vias'];78571.43;Actualización Profesional;INGENIERIA;Presencial;1;31/08/2019;5/03/2019;3.87
CUR-0027145;Seminario de Excelencia Tecnologías Disruptivas para Ejecutivos;15/11/2019;1/09/2019;1;0;164;24;['tecnologias disruptivas', 'cursos de gerencia', 'cursos de administración'];112500;Actualización Profesional;INGENIERIA;Presencial;1;31/08/2019;5/03/2019;6.29
CUR-0027146;Seminario de Excelencia Tecnologías Disruptivas para Ejecutivos: inteligencia artificial, analítica y machine learning;15/11/2019;1/09/2019;1;0;164;24;['tecnologias disruptivas', 'cursos de gerencia', 'cursos de administración'];125000;Actualización Profesional;INGENIERIA;Presencial;0;31/08/2019;5/03/2019;6.29
CUR-0027147;Seminario de Excelencia Tecnologías Disruptivas para Ejecutivos: ciberseguridad, criptografía, firmas digitales, blockchain, y bitcoin;6/12/2019;1/10/2019;1;0;164;26;['tecnologias disruptivas', 'cursos de gerencia', 'cursos de administración'];125000;Actualización Profesional;INGENIERIA;Presencial;0;30/09/2019;4/04/2019;6.03
CUR-0027148;Seminario de Excelencia Tecnologías Disruptivas para Ejecutivos: internet de las cosas, big data, nube y bases de datos modernas;29/11/2019;1/09/2019;1;0;164;24;['tecnologias disruptivas', 'cursos de gerencia', 'cursos de administración'];125000;Actualización Profesional;INGENIERIA;Presencial;0;31/08/2019;5/03/2019;6.29
CUR-0027404;Seminario de Excelencia Usos Medicinales del Cannabis;28/11/2019;1/09/2019;1;0;164;24;['extraccion de cannabis', 'cannabis medicinal', 'análisis de cannabis'];80000;Actualización Profesional;INGENIERIA;Presencial;1;31/08/2019;5/03/2019;2.19
CUR-0027485;Programa infantil y juvenil de formación musical 2020-10;1/02/2020;1/12/2019;1;1;184;31;['cursos de musica', 'cursos de canto', 'interpretación de instrumentos'];41462.5;Niños y Jóvenes;ARTES Y HUMANIDADES;Presencial;0;30/11/2019;4/06/2019;4.81
CUR-0027486;Programa Infantil de Música 2020-10- Curso Instrumento Complementario;1/02/2020;1/12/2019;1;1;184;31;['cursos de musica', 'cursos de canto', 'interpretación de instrumentos'];76125;Niños y Jóvenes;ARTES Y HUMANIDADES;Presencial;0;30/11/2019;4/06/2019;4.81
CUR-0028157;Felicidad en las grandes civilizaciones;26/05/2020;1/03/2020;1;0;123;2;['humanidades', 'facultad de humanidades', 'carreras de humanidades'];56250;Artes, Ciencias y Humanidades;ESCUELA DE GOBIERNO ALBERTO LLERAS CAMARGO;Virtual;0;29/02/2020;3/09/2019;5.65
CUR-0028159;Edición de textos en LaTeX;25/02/2020;1/12/2019;1;0;184;8;['textos en latex', 'edicion de textos en ltex', 'cursos de ciencias'];58300;Actualización Profesional;CIENCIAS;Presencial;0;30/11/2019;4/06/2019;2.82
CUR-0028160;Fuentes de financiación y formulación de proyectos sociales en la cooperación euro-latinoamericana;17/02/2020;1/12/2019;0;0;184;5;['administracion de proyectos', 'ejecucion de proyectos', 'programas de administracion'];75000;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Presencial;1;30/11/2019;4/06/2019;6.42
CUR-0028161;Escritura creativa;1/02/2020;1/12/2019;0;1;184;31;['humanidades', 'facultad de humanidades', 'carreras de humanidades'];40625;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;1;30/11/2019;4/06/2019;5.52
CUR-0028162;La caja de herramientas: introducción a la escritura;1/02/2020;1/12/2019;0;0;184;31;['humanidades', 'facultad de humanidades', 'carreras de humanidades'];56250;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;0;30/11/2019;4/06/2019;5.52
CUR-0028163;Narrativa;28/03/2020;1/01/2020;0;0;142;29;['humanidades', 'facultad de humanidades', 'carreras de humanidades'];56250;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;0;31/12/2019;5/07/2019;5.67
CUR-0028164;Crónica;6/06/2020;1/04/2020;1;0;115;29;['humanidades', 'facultad de humanidades', 'carreras de humanidades'];56250;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;0;31/03/2020;4/10/2019;5.03
CUR-0028165;Proyecto en escritura creativa;1/08/2020;1/06/2020;0;0;78;27;['administracion de proyectos', 'ejecucion de proyectos', 'programas de administracion'];56250;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;0;31/05/2020;4/12/2019;7.55
CUR-0028166;Artes y culturas de Japón;6/02/2020;1/12/2019;0;1;184;31;['cultura japonesa', 'arte japones', 'pintura japonesa'];38235.29;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;0;30/11/2019;4/06/2019;7.61
CUR-0028167;Historia cultural y artística de Japón;6/02/2020;1/12/2019;1;0;184;31;['cultura japonesa', 'arte japones', 'pintura japonesa'];57000;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;0;30/11/2019;4/06/2019;7.61
CUR-0028168;Artes escénicas de Japón;23/04/2020;1/02/2020;1;0;132;36;['cultura japonesa', 'arte japones', 'pintura japonesa'];56250;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;0;31/01/2020;5/08/2019;5.86
CUR-0028169;Literatura japonesa;2/07/2020;1/05/2020;1;0;91;28;['cultura japonesa', 'arte japones', 'pintura japonesa'];56250;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;1;30/04/2020;3/11/2019;5.01
CUR-0028170;Cultura popular de Japón;10/09/2020;1/07/2020;1;0;116;30;['cultura japonesa', 'arte japones', 'pintura japonesa'];56250;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;0;30/06/2020;3/01/2020;5.35
CUR-0028171;Cerámica a su propio ritmo: técnicas manuales;8/02/2020;1/12/2019;1;1;184;31;['humanidades', 'facultad de humanidades', 'carreras de humanidades'];40625;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;0;30/11/2019;4/06/2019;5.52
CUR-0028172;Cerámica: técnica modelado;8/02/2020;1/12/2019;1;0;184;31;['humanidades', 'facultad de humanidades', 'carreras de humanidades'];51818.18;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;0;30/11/2019;4/06/2019;5.52
CUR-0028175;Historia y apreciación del arte: visiones del mundo;5/02/2020;1/12/2019;1;1;184;31;['humanidades', 'facultad de humanidades', 'carreras de humanidades'];38235.29;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;0;30/11/2019;4/06/2019;5.52
CUR-0028176;Derecho Migratorio;14/02/2020;1/12/2019;0;0;184;16;['cursos de derecho', 'programa de derecho', 'diplomados en derecho'];63000;Actualización Profesional;DERECHO;Presencial;0;30/11/2019;4/06/2019;6.8
CUR-0028177;Protección de datos y accountability;7/02/2020;1/12/2019;0;0;184;16;['accountability', 'seguridad de la información', 'proteccion de datos'];67083.33;Actualización Profesional;DERECHO;Presencial;1;30/11/2019;4/06/2019;6.57
CUR-0028178;Curso Liderazgo para contextos complejos;14/02/2020;1/12/2019;1;0;184;2;['tips de liderazgo', 'curso de gerencia', 'curso de liderazgo'];62500;Actualización Profesional;ESCUELA DE GOBIERNO ALBERTO LLERAS CAMARGO;Presencial;1;30/11/2019;4/06/2019;4.72
CUR-0028179;Una historia del arte global;5/02/2020;1/12/2019;1;0;184;31;['humanidades', 'facultad de humanidades', 'carreras de humanidades'];47500;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;0;30/11/2019;4/06/2019;5.52
CUR-0028180;Arte en las américas: viajes por un continente;15/04/2020;1/02/2020;1;0;132;36;['humanidades', 'facultad de humanidades', 'carreras de humanidades'];51818.18;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;0;31/01/2020;5/08/2019;5.79
CUR-0028181;Arte en Colombia: nuestro patrimonio;24/06/2020;1/04/2020;1;0;115;29;['humanidades', 'facultad de humanidades', 'carreras de humanidades'];51818.18;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;0;31/03/2020;4/10/2019;5.03
CUR-0028183;Programa de Liderazgo en Ingeniería - Nivel Junior;27/01/2020;1/11/2019;0;1;186;34;['cursos de ingenieria', 'programas de ingenieria', 'diplomados de ingenieria'];0;Bienestar - Desarrollo Personal;INGENIERIA;Presencial;0;31/10/2019;5/05/2019;4.75
CUR-0028184;Programa de Liderazgo en Ingeniería - Nivel Junior - Primer semestre;27/01/2020;1/11/2019;0;1;186;34;['cursos de ingenieria', 'programas de ingenieria', 'diplomados de ingenieria'];37500;Bienestar - Desarrollo Personal;INGENIERIA;Presencial;1;31/10/2019;5/05/2019;4.75
CUR-0028188;Entrenamiento para el manejo del trauma psicológico;17/02/2020;1/12/2019;1;0;184;16;['cursos de psicologia', 'talleres de psicologia', 'diplomados de psicologia'];60416.67;Actualización Profesional;CIENCIAS SOCIALES;Presencial;1;30/11/2019;4/06/2019;3.81
CUR-0028189;Ciclo de Iniciación musical EMI-1 202010;1/02/2020;1/12/2019;1;1;184;31;['cursos de musica', 'cursos de canto', 'interpretación de instrumentos'];72500;Niños y Jóvenes;ARTES Y HUMANIDADES;Presencial;1;30/11/2019;4/06/2019;4.81
CUR-0028190;Ciclo de Iniciación musical EMI-2 202010;1/02/2020;1/12/2019;1;1;184;31;['cursos de musica', 'cursos de canto', 'interpretación de instrumentos'];68625;Niños y Jóvenes;ARTES Y HUMANIDADES;Presencial;1;30/11/2019;4/06/2019;4.81
CUR-0028191;Herramientas etnográficas para la planificación urbana;8/02/2020;1/12/2019;0;0;184;16;['antropologia', 'etnografia', 'programa de antropologia'];64375;Actualización Profesional;CIENCIAS SOCIALES;Presencial;0;30/11/2019;4/06/2019;4.8
CUR-0028192;Ciclo de Iniciación musical EMI-3 202010;1/02/2020;1/12/2019;1;1;184;31;['cursos de musica', 'cursos de canto', 'interpretación de instrumentos'];68625;Niños y Jóvenes;ARTES Y HUMANIDADES;Presencial;1;30/11/2019;4/06/2019;4.81
CUR-0028193;Ciclo de Iniciación musical EMI-2 202010 Instrumento;1/02/2020;1/12/2019;1;1;184;31;['cursos de musica', 'cursos de canto', 'interpretación de instrumentos'];189375;Niños y Jóvenes;ARTES Y HUMANIDADES;Presencial;0;30/11/2019;4/06/2019;4.81
CUR-0028194;Ciclo de Iniciación musical EMI-3 202010 Instrumento;1/02/2020;1/12/2019;1;1;184;31;['cursos de musica', 'cursos de canto', 'interpretación de instrumentos'];189375;Niños y Jóvenes;ARTES Y HUMANIDADES;Presencial;0;30/11/2019;4/06/2019;4.81
CUR-0028195;Legal de M&A y transacciones corporativas;21/02/2020;1/12/2019;0;0;184;16;['cursos de derecho', 'programa de derecho', 'diplomados en derecho'];65000;Actualización Profesional;DERECHO;Presencial;1;30/11/2019;4/06/2019;6.8
CUR-0028197;Design Thinking para la innovación social;26/02/2020;1/12/2019;0;0;184;16;['administracion de proyectos', 'ejecucion de proyectos', 'programas de administracion'];62200;Actualización Profesional;CIENCIAS SOCIALES;Presencial;1;30/11/2019;4/06/2019;6.42
CUR-0028198;Historia de los grandes imperios;15/02/2020;1/12/2019;1;0;184;16;['cursos de historia', 'programa de historia', 'diplomados de historia'];42604.17;Artes, Ciencias y Humanidades;CIENCIAS SOCIALES;Presencial;1;30/11/2019;4/06/2019;5.09
CUR-0028199;Tecnologías de la información y enseñanza de la historia;22/02/2020;1/12/2019;1;0;184;16;['tecnologias de la informacion', 'cursos de tecnologia de la informacion', 'tic'];62200;Actualización Profesional;CIENCIAS SOCIALES;Semipresencial / Blended;0;30/11/2019;4/06/2019;8.62
CUR-0028200;Formación para formadores: desarrollo de competencias;7/02/2020;1/12/2019;0;0;184;16;['cursos para docentes', 'pedagogia', 'cursos de pedagogia'];62200;Actualización Profesional;CIENCIAS SOCIALES;Presencial;0;30/11/2019;4/06/2019;16.17
CUR-0028204;Autoconocimiento: danza y movimiento;8/02/2020;1/12/2019;1;0;184;16;['cursos de psicologia', 'talleres de psicologia', 'diplomados de psicologia'];62200;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Presencial;0;30/11/2019;4/06/2019;3.81
CUR-0028205;La psicología del coaching;22/02/2020;1/12/2019;1;0;184;16;['coaching', 'psicologia', 'psicologia coaching'];62200;Actualización Profesional;CIENCIAS SOCIALES;Presencial;1;30/11/2019;4/06/2019;12.68
CUR-0028212;Método KonMari™: felicidad y bienestar;15/02/2020;1/12/2019;0;0;184;5;['método konmari', 'taller método konmari', 'curso metodo kon mari'];47700;Bienestar - Desarrollo Personal;DIRECCION DE INTERNACIONALIZACION;Presencial;1;30/11/2019;4/06/2019;1.85
CUR-0028374;Responsabilidad social, sostenibilidad y felicidad;7/03/2020;1/01/2020;1;0;142;3;['responsabilidad social', 'sostenibilidad', 'sostenibilidad empresarial'];57812.5;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Presencial;0;31/12/2019;5/07/2019;7.09
CUR-0028376;Indicadores y medición en la gestión de proyectos y políticas sociales;29/04/2020;1/02/2020;0;0;132;3;['gestion de proyectos', 'medicion de proyectos', 'proyectos sociales'];75000;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Virtual;1;31/01/2020;5/08/2019;4.56
CUR-0028444;Matemáticas para posgrados;20/01/2020;1/11/2019;0;0;186;15;['matematicas avanzadas', 'matematicas posgrados', 'curso matematicas'];41333.33;Actualización Profesional;ECONOMIA;Presencial;1;31/10/2019;5/05/2019;6.5
CUR-0028445;Herramientas financieras para el éxito empresarial;21/05/2020;1/03/2020;0;0;123;9;['herramientas financieras', 'exito empresarial', 'planeación financiera'];65714.29;Actualización Profesional;ECONOMIA;Virtual;1;29/02/2020;3/09/2019;5.47
CUR-0028447;Análisis espacial de datos y sus aplicaciones en Python;11/06/2020;1/04/2020;0;0;115;10;['big data python', 'análisis de datos', 'big data'];58148.15;Actualización Profesional;ECONOMIA;Virtual;1;31/03/2020;4/10/2019;5.13
CUR-0028448;Programa Proyectos de analítica en Python;25/02/2020;1/12/2019;0;1;184;15;['curso de python', 'proyectos de big data', 'analítica'];63985.51;Actualización Profesional;ECONOMIA;Presencial;1;30/11/2019;4/06/2019;2.31
CUR-0028449;Curso Introducción al análisis de datos en Python;25/02/2020;1/12/2019;0;0;184;15;['curso de python', 'big data en python', 'curso análisis de datos'];66666.67;Actualización Profesional;ECONOMIA;Presencial;0;30/11/2019;4/06/2019;4.83
CUR-0028450;Curso Machine Learning para Business intelligence;26/03/2020;1/01/2020;0;0;142;13;['machine learning', 'business intelligence', 'curso machine learning'];72962.96;Actualización Profesional;ECONOMIA;Virtual;0;31/12/2019;5/07/2019;4.16
CUR-0028451;Estructuración de proyectos de analítica (Grupo 1);12/05/2020;1/03/2020;1;0;123;9;['estructuracion de proyectos', 'proyectos de big data', 'proyectos de analítica'];73095.24;Actualización Profesional;ECONOMIA;Presencial;0;29/02/2020;3/09/2019;2.01
CUR-0028453;Mindfulness para la vida cotidiana;21/05/2020;1/03/2020;1;0;123;16;['mindfulness', 'curso mindfulness', 'mindfulness psicologia'];62200;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;1;29/02/2020;3/09/2019;4.33
CUR-0028454;Primeros auxilios psicológicos;6/03/2020;1/01/2020;0;0;142;13;['atencion psicologica', 'atención psicologica infantil', 'psicologo infantil'];62200;Actualización Profesional;CIENCIAS SOCIALES;Presencial;1;31/12/2019;5/07/2019;4.36
CUR-0028455;Actualización en terapias basadas en Mindfulness: ACT y CFT;29/02/2020;1/12/2019;1;0;184;16;['terapia mindfulness', 'mindfulness', 'mindfulness y psicologia'];60000;Actualización Profesional;CIENCIAS SOCIALES;Presencial;1;30/11/2019;4/06/2019;4.85
CUR-0028456;Salud mental en el contexto escolar;4/07/2020;1/05/2020;0;0;91;13;['salud mental', 'salud mental infantil', 'salud mental en niños'];62200;Actualización Profesional;CIENCIAS SOCIALES;Virtual;1;30/04/2020;3/11/2019;7.77
CUR-0028919;Derecho aduanero y comercio exterior: una visión práctica;23/06/2020;1/04/2020;0;0;115;9;['aduanas', 'comercio exterior', 'leyes aduaneras'];51785.71;Actualización Profesional;DERECHO;Virtual;1;31/03/2020;4/10/2019;3.76
CUR-0029518;Nuevas Alternativas de Educación en Ingeniería;12/02/2020;1/12/2019;0;0;184;41;['educacion ingeniería', 'pedagogia', 'excelencia'];86111.13;Actualización Profesional;INGENIERIA;Presencial;1;30/11/2019;4/06/2019;16.69
CUR-0029597;Filosofía japonesa para los retos del siglo XXI;5/05/2020;1/03/2020;0;0;123;5;['Filosofía Japonesa', 'Cultura Japonesa', 'Retos Japón'];37100;Arte, Ciencias y Humanidades;DIRECCION DE INTERNACIONALIZACION;Virtual;1;29/02/2020;3/09/2019;2.03
CUR-0029698;Club de Lectura Uniandes;5/03/2020;1/01/2020;0;0;142;29;['club de lectura', 'club de lectura bogota', 'lectura', 'leer'];42000;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;0;31/12/2019;5/07/2019;8.1
CUR-0029707;Cannabis medicinal: mediano cultivo;12/03/2020;1/01/2020;0;0;142;35;['cannabis medicinal', 'colombia cannabis', 'cursos cannabis'];85000;Actualización Profesional;INGENIERIA;Presencial;1;31/12/2019;5/07/2019;4.77
CUR-0029710;Procesado de imágenes astronómicas con PixInsight;19/09/2020;1/07/2020;1;0;116;1;['astronomía', 'PixInsight', 'astrofotografía', 'curso astronomía'];51000;Arte, Ciencias y Humanidades;CIENCIAS;Virtual;0;30/06/2020;3/01/2020;3.57
CUR-0029747;Corporate Compliance & Governance;23/04/2020;1/02/2020;1;0;132;14;['Carrera de derecho', 'abogacía', 'curso de derecho', 'cursos para abogados', 'curso de leyes'];63000;Actualización Profesional;DERECHO;Virtual;1;31/01/2020;5/08/2019;6.54
CUR-0029751;Equilibrio de vida y desempeño profesional;4/06/2020;1/04/2020;1;0;115;15;['equilibrio de vida', 'equilibrio vida-trabajo', 'salario emocional'];40000;Actualización Profesional;CIENCIAS SOCIALES;Virtual;0;31/03/2020;4/10/2019;3.0
CUR-0029756;Diseño de proyectos editoriales: cómo emprender su proyecto editorial;10/02/2021;1/12/2020;1;0;246;48;['curaduría literaria', 'edición literaria', 'publicaciones impresas', 'emprendimiento'];48857.14;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;0;30/11/2020;4/06/2020;3.49
CUR-0029757;Diseño de proyectos editoriales: cierre de su proyecto editorial;12/05/2021;1/03/2021;1;0;173;36;['curaduría literaria', 'edición literaria', 'publicaciones impresas', 'emprendimiento'];51818.18;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;0;28/02/2021;2/09/2020;3.36
CUR-0029767;Diseño y descubrimiento de fármacos;26/05/2020;1/03/2020;1;0;123;29;['farmacos', 'que son farmacos', 'farmacos definición'];50000;Actualización Profesional;INGENIERIA;Virtual;0;29/02/2020;3/09/2019;5.76
CUR-0029776;¿Cómo diferenciarse innovando con Inteligencia Artificial?;7/07/2020;1/05/2020;1;0;91;20;['inteligencia artificial', 'que inteligencia artificial', 'inteligencia artificial ejemplos'];126315.79;Actualización Profesional;INGENIERIA;Virtual;1;30/04/2020;3/11/2019;6.42
CUR-0029779;Introducción al análisis de datos en Python (Grupo 2);25/02/2020;1/12/2019;0;0;184;15;['curso de python', 'big data en python', 'curso análisis de datos'];66666.67;Actualización Profesional;ECONOMIA;Presencial;1;30/11/2019;4/06/2019;4.83
CUR-0029795;Comunicación y Divulgación Científica;16/07/2020;1/05/2020;1;0;91;3;['comunicación científica', 'comunicación y ciencia', 'comunicacion cientifica que es'];45000;Actualización Profesional;CIENCIAS;Virtual;1;30/04/2020;3/11/2019;1.82
