Consectutivo_curso;Nombre;Fecha_inicio;Fecha_creación;Curso_nuevo;Programa;NumCursos;NumCursosFac;Keywords;Valor_por_hora;Categoría;Facultad;Modalidad;Estado;Valor_Tarifa;Departamento;Estado;Punto_equilibrio;Meta;Cupomaximo;Inscritos;Cantidadinscritostotales;validaExitoso
CUR-0024466;Curso Gestión del riesgo en Organizaciones de Salud;4/10/2019;1/08/2019;No;No;147;9;cursos de medicina, medicina alternativa, medicina tradicional, gestión del riesgo.;75000.00;Actualización Profesional;MEDICINA;Presencial;Finalizado;1200000.00;Medicina;Finalizado;9;15;20;7;7;0
CUR-0024522;Club de Lectura Uniandes;15/08/2019;1/06/2019;No;Si;84;20;carreras de humanidades, arte y humanidades, cursos de Literatura, club de literatura.;53125.00;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;1700000.00;Humanidades y Literatura;Finalizado;11;15;20;5;5;0
CUR-0024523;Taller Novela colombiana contemporánea;15/08/2019;1/06/2019;Si;No;84;20;carreras de humanidades, arte y humanidades, cursos de Literatura, libros colombianos.;60000.00;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;480000.00;Humanidades y Literatura;Finalizado;9;15;20;2;7;0
CUR-0024524;Taller Distopía y sociedad;17/10/2019;1/08/2019;Si;No;147;24;carreras de humanidades, arte y humanidades, cursos de Literatura, club de literatura.;60000.00;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;480000.00;Humanidades y Literatura;Finalizado;9;15;20;2;7;0
CUR-0024526;Taller La pasión de contar historias;12/09/2019;1/07/2019;Si;No;127;22;carreras de humanidades, arte y humanidades, cursos de Literatura, storytelling.;60000.00;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;480000.00;Humanidades y Literatura;Finalizado;9;15;20;5;10;0
CUR-0024527;Taller Entre la historia y la ficción;14/11/2019;1/09/2019;Si;No;164;30;carreras de humanidades, arte y humanidades, cursos de Literatura, club de literatura.;60000.00;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;480000.00;Humanidades y Literatura;Finalizado;9;15;20;2;7;0
CUR-0024528;Programa Los oficios del libro: curaduría, edición y publicación;14/08/2019;1/06/2019;Si;Si;84;20;carreras de humanidades, arte y humanidades, cursos de Literatura, los oficios del libro;45000.00;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;3240000.00;Humanidades y Literatura;Finalizado;12;15;20;16;16;1
CUR-0024529;Curso De autores, textos y archivos. Curaduría de textos y archivos para la edición;14/08/2019;1/06/2019;Si;No;84;20;carreras de humanidades, arte y humanidades, cursos de Literatura, practica editorial.;50000.00;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;1200000.00;Humanidades y Literatura;Finalizado;10;15;20;3;19;0
CUR-0024530;Curso Diseño de proyectos editoriales: cómo emprender su proyecto editorial;23/10/2019;1/08/2019;Si;No;147;24;carreras de humanidades, arte y humanidades, cursos de Literatura, proyectos editoriales.;50000.00;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;1200000.00;Humanidades y Literatura;Finalizado;11;15;19;4;20;0
CUR-0024531;Curso Herramientas para la evaluación y la atención inicial en violencia de pareja con perspectiva de género_ Segunda promoción;2/08/2019;1/06/2019;Si;No;84;10;Psicología social, cursos de psicología, psicología educativa, violencia de género.;58125.00;Actualización Profesional;CIENCIAS SOCIALES;Presencial;Finalizado;930000.00;Psicología;Finalizado;10;15;20;11;11;1
CUR-0024532;Cómo vivir una vida con sentido: Curso de habilidades de regulación emocional y efectividad interpersonal para el día a día;3/08/2019;1/06/2019;Si;No;84;10;Psicología social, cursos de psicología, psicología educativa, calidad de vida.;57000.00;Desarrollo Personal;CIENCIAS SOCIALES;Presencial;Finalizado;1140000.00;Psicología;Finalizado;10;15;25;21;21;1
CUR-0024534;Curso Diseño de proyectos editoriales: cierre de su proyecto editorial;5/02/2020;1/12/2019;Si;No;184;31;humanidades, facultad de humanidades, carreras de humanidades;50000.00;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;1200000.00;Humanidades y Literatura;Finalizado;12;15;20;2;18;0
CUR-0024912;Curso Corporate Compliance & Governance;23/08/2019;1/06/2019;No;No;84;15;Carrera de derecho, abogacía, curso de derecho, cursos para abogados, curso de leyes;59745.45;Actualización Profesional;DERECHO;Presencial;Finalizado;2628800.00;Derecho;Finalizado;12;20;30;29;29;1
CUR-0024915;Curso Protección de datos y accountability;30/08/2019;1/06/2019;No;No;84;15;Carrera de derecho, abogacía, curso de derecho, cursos para abogados, curso de leyes;61833.33;Actualización Profesional;DERECHO;Presencial;Finalizado;1484000.00;Derecho;Finalizado;14;20;30;15;15;1
CUR-0024916;Curso Derecho Migratorio;27/09/2019;1/07/2019;No;No;127;16;Carrera de derecho, abogacía, curso de derecho, cursos para abogados, curso de leyes;65720.00;Actualización Profesional;DERECHO;Presencial;Finalizado;2628800.00;Derecho;Finalizado;12;15;30;18;18;1
CUR-0024917;Curso Fundamentos de ciberseguridad en software;29/08/2019;1/06/2019;Si;No;84;9;clases de ingeniería, ingeniería Uniandes, facultad de ingeniería, Ciberseguridad;61875.00;Actualización Profesional;INGENIERIA;Presencial;Finalizado;990000.00;Ingeniería de Sistemas y Computación;Finalizado;13;15;30;15;15;1
CUR-0024920;Curso Hojas de Cálculo en Hidrogeología: Aplicaciones de flujo y contaminación en agua subterránea;22/08/2019;1/06/2019;Si;No;84;9;clases de ingeniería, ingeniería Uniandes, facultad de ingeniería, hidrogeología;62500.00;Actualización Profesional;INGENIERIA;Presencial;Finalizado;1500000.00;Ingeniería Civil y Ambiental;Finalizado;18;30;50;12;12;0
CUR-0024921;Programa Profesionales® Régimen de Insolvencia;30/09/2019;1/07/2019;No;No;127;16;Carrera de derecho, abogacía, curso de derecho, cursos para abogados, curso de leyes;54060.00;Actualización Profesional;DERECHO;Presencial;Finalizado;5406000.00;Derecho;Finalizado;14;15;20;14;14;1
CUR-0024922;Curso Derechos Humanos, Derecho Internacional Humanitario y construcción de paz en Colombia;13/09/2019;1/07/2019;No;No;127;16;Carrera de derecho, abogacía, curso de derecho, cursos para abogados, curso de leyes;61833.33;Actualización Profesional;DERECHO;Presencial;Finalizado;1484000.00;Derecho;Finalizado;14;15;20;12;12;0
CUR-0024923;Curso Legaltech;13/09/2019;1/07/2019;Si;No;127;16;Cursos de derecho,  derecho laboral, leyes colombia, Legaltech;64772.73;Actualización Profesional;DERECHO;Presencial;Finalizado;2850000.00;Derecho;Finalizado;14;15;30;16;16;1
CUR-0024924;Curso Derecho Ambiental: aspectos para la gestión ambiental en Colombia;20/09/2019;1/07/2019;No;No;127;16;Carrera de derecho, abogacía, curso de derecho, cursos para abogados, curso de leyes;64688.89;Actualización Profesional;DERECHO;Presencial;Finalizado;2328800.00;Derecho;Finalizado;12;15;20;11;11;0
CUR-0024925;Curso Ciberseguridad para Ejecutivos: retos y riesgos en el contexto digital;23/09/2019;1/07/2019;Si;No;127;16;Cursos de derecho,  derecho laboral, leyes colombia, Ciberseguridad;65366.67;Actualización Profesional;DERECHO;Presencial;Finalizado;1961000.00;Derecho;Finalizado;14;20;30;8;8;0
CUR-0024926;Curso Legal English for Business;24/09/2019;1/07/2019;No;No;127;16;Carrera de derecho, abogacía, curso de derecho, cursos para abogados, curso de leyes;65366.67;Actualización Profesional;DERECHO;Presencial;Finalizado;1961000.00;Derecho;Finalizado;14;15;30;13;13;0
CUR-0024928;Curso Corporate Compliance: implementing a successful program;25/10/2019;1/08/2019;Si;No;147;17;Cursos de derecho,  derecho laboral, leyes colombia, Corporate compliance;103125.00;Actualización Profesional;DERECHO;Presencial;Finalizado;1650000.00;Derecho;Finalizado;11;20;30;10;10;0
CUR-0024933;Curso Derecho de la Infraestructura: regulación y financiamiento;18/10/2019;1/08/2019;No;No;147;17;Cursos de derecho,  derecho laboral, leyes colombia, derecho de infraestructura;65366.67;Actualización Profesional;DERECHO;Presencial;Finalizado;1961000.00;Derecho;Finalizado;12;15;20;9;9;0
CUR-0024937;Curso Nuevas tendencias del derecho laboral;8/11/2019;1/09/2019;No;No;164;15;Carrera de derecho, abogacía, curso de derecho, cursos para abogados, curso de leyes;61281.25;Actualización Profesional;DERECHO;Presencial;Finalizado;1961000.00;Derecho;Finalizado;13;15;30;11;11;0
CUR-0024938;Taller: Práctica guiada en órgano;25/06/2019;1/04/2019;Si;No;89;17;Oferta de cursos Uniandes, facultad de humanidades y artes, arte contemporaneo, artes y humanidades carreras, humanidades y bellas artes;80769.23;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;1050000.00;Música;Finalizado;5;5;5;4;4;0
CUR-0024939;Curso Derecho del entretenimiento: publicidad e imagen a la luz de la economía naranja y la Ley de derecho de autor;15/11/2019;1/09/2019;No;No;164;15;Carrera de derecho, abogacía, curso de derecho, cursos para abogados, curso de leyes;61281.25;Actualización Profesional;DERECHO;Presencial;Finalizado;1961000.00;Derecho;Finalizado;13;15;30;11;11;0
CUR-0024943;Curso Derecho de energías renovables;15/11/2019;1/09/2019;No;No;164;15;Carrera de derecho, abogacía, curso de derecho, cursos para abogados, curso de leyes;61281.25;Actualización Profesional;DERECHO;Presencial;Finalizado;1961000.00;Derecho;Finalizado;12;15;30;16;16;1
CUR-0024947;Seminario de Excelencia Cannabis Medicinal: Visión global del negocio;25/07/2019;1/05/2019;No;No;71;9;clases de ingeniería, ingeniería Uniandes, facultad de ingeniería, Cannabis medicinal;80000.00;Seminarios de Excelencia;INGENIERIA;Presencial;Finalizado;960000.00;Ingeniería Química;Finalizado;10;15;38;75;75;1
CUR-0024963;Curso Nivelatorio de Probabilidad y Estadística;2/07/2019;1/05/2019;No;No;71;9;clases de ingeniería, ingeniería Uniandes, facultad de ingeniería, probabilidad y estadística.;51666.67;Actualización Profesional;INGENIERIA;Presencial;Finalizado;1395000.00;Ingeniería Industrial;Finalizado;12;35;40;23;23;1
CUR-0024964;Curso Ordenamiento territorial en Colombia: instrumentos, experiencias y desafíos;15/10/2019;1/08/2019;Si;No;147;4;Uniandes, Educación Continua Uniandes, cursos Uniandes, ordenamiento territorial.;74166.67;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Presencial;Finalizado;1780000.00;Centro Interdisciplinario de Estudios sobre Desarrollo (CIDER);Finalizado;8;15;20;12;12;1
CUR-0025674;Curso Fuentes de financiación y formulación de proyectos sociales en la cooperación euro-latinoamericana;2/09/2019;1/07/2019;No;No;127;4;Uniandes, Educación Continua Uniandes, cursos Uniandes, donantes;79166.67;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Presencial;Finalizado;1900000.00;Centro Interdisciplinario de Estudios sobre Desarrollo (CIDER);Finalizado;10;15;20;9;9;0
CUR-0025678;Curso R (Básico) para Profesionales de la Salud;3/08/2019;1/06/2019;Si;No;84;8;cursos de medicina, medicina alternativa, medicina tradicional, programación en R.;55000.00;Actualización Profesional;MEDICINA;Presencial;Finalizado;440000.00;Medicina;Finalizado;8;15;20;8;8;1
CUR-0025679;Taller Comunicación persuasiva: comunicaciones efectivas conducen a acuerdos efectivos_ Sexta promoción;14/09/2019;1/07/2019;Si;No;127;13;Psicología social, cursos de psicología, psicología educativa, educación persuasiva.;57250.00;Actualización Profesional;CIENCIAS SOCIALES;Presencial;Finalizado;1374000.00;Psicología;Finalizado;10;15;20;11;11;1
CUR-0025680;Curso Evaluación Económica en Salud - Nivel básico;6/09/2019;1/07/2019;No;No;127;9;cursos de medicina, medicina alternativa, medicina tradicional, análisis epidemológico.;47500.00;Actualización Profesional;MEDICINA;Presencial;Finalizado;1900000.00;Medicina;Finalizado;13;20;25;16;16;1
CUR-0025686;Curso Investigación digital y análisis etnográfico;28/09/2019;1/07/2019;Si;No;127;13;cursos de antropologia, etnografia, investigacion etnografica, análisis social;57241.67;Actualización Profesional;CIENCIAS SOCIALES;Presencial;Finalizado;1373800.00;Antropología;Finalizado;10;15;20;12;12;1
CUR-0025688;Curso Machine Learning para Business intelligence (Grupo 2);13/08/2019;1/06/2019;Si;No;84;4;Cursos de finanzas, Cursos de economía, Economia financiera, machine learning;68518.52;Actualización Profesional;ECONOMIA;Presencial;Finalizado;1850000.00;Economía;Finalizado;11;15;20;23;23;1
CUR-0025752;Curso Diseño, gestión e indicadores de proyectos de desarrollo social: análisis de casos y lecciones aprendidas;7/10/2019;1/08/2019;Si;No;147;4;Uniandes, Educación Continua Uniandes, cursos Uniandes, revisión de proyectos.;79166.67;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Presencial;Finalizado;1900000.00;Centro Interdisciplinario de Estudios sobre Desarrollo (CIDER);Finalizado;10;15;20;8;8;0
CUR-0025783;Curso Gerencia de proyectos - modalidad blended;9/09/2019;1/07/2019;No;No;127;16;clases de ingeniería, ingeniería Uniandes, facultad de ingeniería, gerencia de proyectos.;69444.44;Actualización Profesional;INGENIERIA;Semipresencial / Blended;Finalizado;2500000.00;Ingeniería Eléctrica y Electrónica;Finalizado;18;25;35;13;13;0
CUR-0025785;Workshop Retraining English Language Teachers for 21st Century Students;7/09/2019;1/07/2019;Si;No;127;13;idiomas, lengua española, cultura y sociedad, retraining English;61833.33;Actualización Profesional;CIENCIAS SOCIALES;Presencial;Finalizado;1484000.00;Lenguas y Cultura;Finalizado;9;15;20;7;7;0
CUR-0025786;Curso Gerencia de Proyectos. Un enfoque integral - modalidad blended;18/10/2019;1/08/2019;No;No;147;19;Cursos en ingeniería, como ser lider en ingenieria, cursos en  reingeniería,  gerencia proyectos en ingenieria, liderar proyectos en ingenieria;80555.56;En Sede Caribe - Cartagena;INGENIERIA;Semipresencial / Blended;Finalizado;2900000.00;Ingeniería Eléctrica y Electrónica;Finalizado;11;20;30;11;11;1
CUR-0025935;Curso Generación de electricidad a partir de energía solar: Sistemas fotovoltaicos;23/10/2019;1/08/2019;Si;No;147;19;clases de ingeniería, ingeniería Uniandes, facultad de ingeniería, energía solar;80000.00;Actualización Profesional;INGENIERIA;Presencial;Finalizado;1440000.00;Ingeniería Eléctrica y Electrónica;Finalizado;9;15;30;13;13;1
CUR-0025938;Curso hueso temporal y cirugía endoscópica de oído;25/10/2019;1/08/2019;No;No;147;9;cursos de medicina, medicina alternativa, medicina tradicional, anatomía quirúrgica.;250000.00;Actualización Profesional;MEDICINA;Presencial;Finalizado;4000000.00;Medicina;Finalizado;6;10;10;11;11;1
CUR-0026005;Otorrinolaringología:  Medicina basada en la evidencia - para no otorrinos;5/10/2020;1/08/2020;Si;No;152;2;cursos de medicina, otorrinolaringologia, programa de medicina;6666.67;Actualización Profesional;MEDICINA;Virtual;Finalizado;100000.00;Medicina;Finalizado;32;40;40;0;0;0
CUR-0026085;Curso Introducción al japonés para viajar;10/08/2019;1/06/2019;Si;No;84;2;historia del japon, clases de japonés, japón historia, japonés para turistas.;30000.00;Artes, Ciencias y Humanidades;DIRECCION DE INTERNACIONALIZACION;Presencial;Finalizado;360000.00;Centro del Japón;Finalizado;5;15;20;6;6;1
CUR-0026148;Curso Atención en salud a personas trans y con identidades de género diversas;5/10/2019;1/08/2019;Si;No;147;15;Psicología social, cursos de psicología, psicología educativa, identidades de género;58200.00;Actualización Profesional;CIENCIAS SOCIALES;Presencial;Finalizado;1455000.00;Psicología;Finalizado;10;15;20;6;6;0
CUR-0026149;Ser líder;23/01/2020;1/11/2019;No;No;186;20;Psicología social, cursos de psicología, psicología educativa,liderazgo;57187.50;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Presencial;Finalizado;915000.00;Psicología;Finalizado;11;15;25;17;17;1
CUR-0026150;Curso Mindfulness y psicología: práctica y evidencia empírica;1/10/2019;1/08/2019;Si;No;147;15;Psicología social, cursos de psicología, psicología educativa, mindfulness.;58095.24;Actualización Profesional;CIENCIAS SOCIALES;Presencial;Finalizado;1220000.00;Psicología;Finalizado;12;15;20;11;11;0
CUR-0026151;Taller Periodismo audiovisual;19/10/2019;1/08/2019;Si;No;147;24;Cursos de periodismo, comunicación social y periodismo, periodismo Colombia, periodismo audiovisual;48000.00;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;960000.00;Centro de Estudios en Periodismo (Ceper);Finalizado;6;15;20;6;6;1
CUR-0026218;Seminario de Excelencia Cannabis Medicinal: Visión global del negocio;29/08/2019;1/06/2019;No;No;84;9;Cursos en ingeniería, como ser lider en ingenieria, cursos en  reingeniería,  gerencia proyectos en ingenieria, liderar proyectos en ingenieria;80000.00;Seminarios de Excelencia;INGENIERIA;Presencial;Finalizado;960000.00;Ingeniería Química;Finalizado;16;20;50;47;47;1
CUR-0026475;Curso Actualización en Agua Potable: contaminantes emergentes, desafíos microbiológicos y procesos avanzados de potabilización;18/10/2019;1/08/2019;Si;No;147;19;clases de ingeniería, ingeniería Uniandes, facultad de ingeniería, Agua potable;78947.37;Actualización Profesional;INGENIERIA;Presencial;Finalizado;3000000.00;Ingeniería Civil y Ambiental;Finalizado;10;15;25;11;11;1
CUR-0026478;Curso Sostenibilidad Ambiental en Instituciones Educativas;2/11/2019;1/09/2019;Si;No;164;24;clases de ingeniería, ingeniería Uniandes, facultad de ingeniería, instituciones educativas sostenibles;80000.00;Actualización Profesional;INGENIERIA;Presencial;Finalizado;2720000.00;Ingeniería Civil y Ambiental;Finalizado;16;20;30;9;9;0
CUR-0026493;Curso Yoga para la salud y el bienestar;5/10/2019;1/08/2019;No;No;147;9;cursos de medicina, medicina alternativa, medicina tradicional, yoga.;53125.00;Desarrollo Personal;MEDICINA;Presencial;Finalizado;850000.00;Medicina;Finalizado;14;20;25;17;17;1
CUR-0026496;Curso Astrofísica y Vida Extraterrestre: Buscando vida fuera de nuestro planeta.;26/10/2019;1/08/2019;Si;No;147;9;Clases de ciencia, Ciencias aplicadas, física y matemática, astrobiología.;42500.00;Artes, Ciencias y Humanidades;CIENCIAS;Presencial;Finalizado;850000.00;Ciencias;Finalizado;12;20;30;11;11;0
CUR-0026746;Curso El arte de catar y preparar un buen café;30/10/2019;1/08/2019;Si;No;147;19;clases de ingeniería, ingeniería Uniandes, facultad de ingeniería, café colombiano;87500.00;Artes, Ciencias y Humanidades;INGENIERIA;Presencial;Finalizado;1400000.00;Ingeniería Química;Finalizado;12;25;30;7;7;0
CUR-0026747;Curso Cultura japonesa: armonía, equilibrio y sostenibilidad;5/10/2019;1/08/2019;Si;No;147;2;historia del japon, clases de japonés, japón historia, cultura japonesa.;35000.00;Artes, Ciencias y Humanidades;DIRECCION DE INTERNACIONALIZACION;Presencial;Finalizado;315000.00;Centro del Japón;Finalizado;10;15;20;18;18;1
CUR-0027066;Curso Ilustración botánica: conocer las plantas a través del arte;12/10/2019;1/08/2019;Si;No;147;24;Arte contemporaneo, escultura, arte y pintura, Botánica;48000.00;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;1536000.00;Arte;Finalizado;11;15;20;20;20;1
CUR-0027069;Seminario de Excelencia Asuntos Regulatorios del Cannabis Medicinal;26/09/2019;1/07/2019;Si;No;127;16;clases de ingeniería, ingeniería Uniandes, facultad de ingeniería, Cannabis medicinal;80000.00;Actualización Profesional;INGENIERIA;Presencial;Finalizado;960000.00;Ingeniería Química;Finalizado;10;25;75;74;74;1
CUR-0027072;Curso Bartender y Sommelier: análisis sensorial de vinos y otras bebidas alcohólicas;9/11/2019;1/09/2019;Si;No;164;24;clases de ingeniería, ingeniería Uniandes, facultad de ingeniería, Bartender;115625.00;Artes, Ciencias y Humanidades;INGENIERIA;Presencial;Finalizado;1850000.00;Ingeniería Química;Finalizado;9;24;30;13;13;1
CUR-0027087;Curso Herramientas para diseñar Sistemas de Evaluación en programas académicos;25/10/2019;1/08/2019;Si;No;147;19;clases de ingeniería, ingeniería Uniandes, facultad de ingeniería, sistemas de evaluación.;100000.00;Actualización Profesional;INGENIERIA;Presencial;Finalizado;800000.00;Ingeniería Biomédica;Finalizado;4;15;25;5;5;1
CUR-0027088;Curso Aprendiendo a interpretar la información genética, conceptos generales y ejemplos clínicos;3/10/2019;1/08/2019;Si;No;147;1;clases de ingeniería, ingeniería Uniandes, facultad de ingeniería, información genética;55000.00;Actualización Profesional;CENTRO DE SERVICIOS INTEGRALES EN GENETICA - SIGEN;Presencial;Finalizado;440000.00;Centro de Servicios Integrales en Genética - SIGEN;Finalizado;6;20;25;16;16;1
CUR-0027089;Curso Diseño y ensamblaje de microorganismos para la industria biomédica;29/10/2019;1/08/2019;Si;No;147;19;clases de ingeniería, ingeniería Uniandes, facultad de ingeniería, Microorganismos;80000.00;Actualización Profesional;INGENIERIA;Presencial;Finalizado;1280000.00;Ingeniería Biomédica;Finalizado;10;15;25;8;8;0
CUR-0027093;Curso Cognición social: teoría, evaluación y neurobiología;5/11/2019;1/09/2019;Si;No;164;19;Psicología social, cursos de psicología, psicología educativa, cognición social.;60000.00;Actualización Profesional;CIENCIAS SOCIALES;Presencial;Finalizado;1080000.00;Psicología;Finalizado;12;15;20;11;11;0
CUR-0027095;Curso teoría de grafos: análisis de datos y sus aplicaciones;12/11/2019;1/09/2019;Si;No;164;9;Clases de ciencia, Ciencias aplicadas, física y matemática;55000.00;Actualización Profesional;CIENCIAS;Presencial;Finalizado;990000.00;Ciencias;Finalizado;9;15;25;10;10;1
CUR-0027097;Curso microsimulación de tráfico con PTV-VISSIM;12/11/2019;1/09/2019;Si;No;164;24;clases de ingeniería, ingeniería Uniandes, facultad de ingeniería, microsimulación;99333.33;Actualización Profesional;INGENIERIA;Presencial;Finalizado;1490000.00;Ingeniería Civil y Ambiental;Finalizado;6;15;25;11;11;1
CUR-0027098;Curso Teatro japonés: dioses, guerreros y demonios;7/11/2019;1/09/2019;Si;No;164;3;historia del japon, clases de japonés, japón historiam historia japonesa.;35000.00;Artes, Ciencias y Humanidades;DIRECCION DE INTERNACIONALIZACION;Presencial;Finalizado;420000.00;Centro del Japón;Finalizado;10;15;20;10;10;1
CUR-0027099;Curso Habilidades prácticas en Python para la era de los datos;24/09/2019;1/07/2019;Si;No;127;16;clases de ingeniería, ingeniería Uniandes, facultad de ingeniería, Big data;75000.00;Actualización Profesional;INGENIERIA;Presencial;Finalizado;900000.00;Ingeniería Industrial;Finalizado;11;15;25;11;11;1
CUR-0027100;Curso Método KonMari™: felicidad y bienestar;16/11/2019;1/09/2019;No;No;164;3;historia del japon, clases de japonés, japón historia, Método KonMari.;45000.00;Desarrollo Personal;DIRECCION DE INTERNACIONALIZACION;Presencial;Finalizado;540000.00;Centro del Japón;Finalizado;11;15;15;14;14;1
CUR-0027104;Curso herramientas de Excel como apoyo a la toma de decisiones;7/11/2019;1/09/2019;Si;No;164;24;clases de ingeniería, ingeniería Uniandes, facultad de ingeniería, toma de decisiones;50000.00;Actualización Profesional;INGENIERIA;Presencial;Finalizado;1500000.00;Ingeniería Industrial;Finalizado;16;20;30;20;20;1
CUR-0027125;Curso Introducción a la medicina regenerativa y terapias avanzadas basadas en ingeniería tisular;14/11/2019;1/09/2019;No;No;164;24;Cursos presenciales medicina, medicina interna, diplomado en medicina, diplomados presenciales en medicina, oferta cursos medicina;86363.64;Actualización Profesional;INGENIERIA;Presencial;Finalizado;1900000.00;Ingeniería Biomédica;Finalizado;8;15;30;6;6;0
CUR-0027130;Curso avistamiento de aves;12/11/2019;1/09/2019;Si;No;164;9;Avistamiento de aves, especies de aves, especies de aves en colombia;50000.00;Arte, Ciencias y Humanidades;CIENCIAS;Presencial;Finalizado;1300000.00;Ciencias;Finalizado;8;20;30;7;7;0
CUR-0027132;Seminario de Excelencia Cannabis medicinal: poscosecha, extracción y análisis;31/10/2019;1/08/2019;Si;No;147;19;extraccion de cannabis, cannabis medicinal, análisis de cannabis;80000.00;Actualización Profesional;INGENIERIA;Presencial;Finalizado;960000.00;Ingeniería Química;Finalizado;11;15;30;30;30;1
CUR-0027133;Taller de Liderazgo en Ingeniería;4/10/2019;1/08/2019;No;No;147;19;Cursos en ingeniería, como ser lider en ingenieria, cursos en  reingeniería,  gerencia proyectos en ingenieria, liderar proyectos en ingenieria;63500.00;Desarrollo Personal;INGENIERIA;Presencial;Finalizado;1270000.00;Ingeniería;Finalizado;3;3;25;14;14;1
CUR-0027142;Curso de Soporte Vital Cardiovascular Avanzado para Proveedores experimentados - ACLS EP;1/11/2019;1/09/2019;No;No;164;8;Cursos presenciales medicina, medicina interna, diplomado en medicina, diplomados presenciales en medicina, oferta cursos medicina;135714.29;Actualización Profesional;MEDICINA;Presencial;Finalizado;950000.00;Medicina;Finalizado;NULL;NULL;NULL;7;7;0
CUR-0027143;Curso normatividad aplicada a equipos biomédicos;28/11/2019;1/09/2019;Si;No;164;24;biomedicina, que es la biomedicina, master en biomedicina;80000.00;Actualización Profesional;INGENIERIA;Presencial;Finalizado;960000.00;Ingeniería Biomédica;Finalizado;7;15;25;9;9;1
CUR-0027144;Curso reciclaje y aprovechamiento de materiales en proyectos de infraestructura vial;29/11/2019;1/09/2019;Si;No;164;24;cursos ingenieria civil, materiales innovadores en la ingenieria civil, construcción de vias;78571.43;Actualización Profesional;INGENIERIA;Presencial;Finalizado;1100000.00;Ingeniería Civil y Ambiental;Finalizado;12;15;40;13;13;1
CUR-0027145;Seminario de Excelencia Tecnologías Disruptivas para Ejecutivos;15/11/2019;1/09/2019;Si;No;164;24;tecnologias disruptivas, cursos de gerencia, cursos de administración;112500.00;Actualización Profesional;INGENIERIA;Presencial;Finalizado;2700000.00;Ingeniería;Finalizado;8;15;30;9;9;1
CUR-0027146;Seminario de Excelencia Tecnologías Disruptivas para Ejecutivos: inteligencia artificial, analítica y machine learning;15/11/2019;1/09/2019;Si;No;164;24;tecnologias disruptivas, cursos de gerencia, cursos de administración;125000.00;Actualización Profesional;INGENIERIA;Presencial;Finalizado;1000000.00;Ingeniería;Finalizado;8;15;30;2;11;0
CUR-0027147;Seminario de Excelencia Tecnologías Disruptivas para Ejecutivos: ciberseguridad, criptografía, firmas digitales, blockchain, y bitcoin;6/12/2019;1/10/2019;Si;No;164;26;tecnologias disruptivas, cursos de gerencia, cursos de administración;125000.00;Actualización Profesional;INGENIERIA;Presencial;Finalizado;1000000.00;Ingeniería;Finalizado;8;15;30;4;13;0
CUR-0027148;Seminario de Excelencia Tecnologías Disruptivas para Ejecutivos: internet de las cosas, big data, nube y bases de datos modernas;29/11/2019;1/09/2019;Si;No;164;24;tecnologias disruptivas, cursos de gerencia, cursos de administración;125000.00;Actualización Profesional;INGENIERIA;Presencial;Finalizado;1000000.00;Ingeniería;Finalizado;8;15;30;3;12;0
CUR-0027404;Seminario de Excelencia Usos Medicinales del Cannabis;28/11/2019;1/09/2019;Si;No;164;24;extraccion de cannabis, cannabis medicinal, análisis de cannabis;80000.00;Actualización Profesional;INGENIERIA;Presencial;Finalizado;960000.00;Ingeniería Química;Finalizado;10;25;50;12;12;1
CUR-0027485;Programa infantil y juvenil de formación musical 2020-10;1/02/2020;1/12/2019;Si;Si;184;31;cursos de musica, cursos de canto, interpretación de instrumentos;41462.50;Niños y Jóvenes;ARTES Y HUMANIDADES;Presencial;Finalizado;3317000.00;Música;Finalizado;84;100;150;68;68;0
CUR-0027486;Programa Infantil de Música 2020-10- Curso Instrumento Complementario;1/02/2020;1/12/2019;Si;Si;184;31;cursos de musica, cursos de canto, interpretación de instrumentos;76125.00;Niños y Jóvenes;ARTES Y HUMANIDADES;Presencial;Finalizado;1218000.00;Música;Finalizado;50;50;50;7;7;0
